"","council","lat","long","artist","title","location","year","url","img","yearrange","historic"
"458","Dublin City Council",53.361799,-6.259505,"Claire Fitzpatrick","Fans","Whitworth Road/Drumcondra Road, Drumcondra, Dublin 5",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/claire-fitzpatrick","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2a1858607d1c8feca7a921_Fans%20by%20Claire%20Fitzpatrick%203.jpg","2018",0
"459","Dublin City Council",53.361799,-6.259505,"Claire Fitzpatrick","Fans","Whitworth Road/Drumcondra Road, Drumcondra, Dublin 5",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/claire-fitzpatrick","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2a1858607d1c8feca7a921_Fans%20by%20Claire%20Fitzpatrick%203.jpg","2018",0
"460","Dublin City Council",53.326634,-6.31377,"Javier Pazos","Monicreques","Rafters Road, Crumlin Road, Drimagh",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/javier-pazos","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2b2efb598c47b2a17db5b2_Monicreques%20by%20Takeru%20Noname%202.jpg","2018",0
"461","Dublin City Council",53.381572,-6.175845,"Jenny Cleary","Duva, the good wave","Raheny Road - Train Station",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jenny-cleary-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e29f332c162289f354d3e15_Duva%2C%20the%20good%20wave%20by%20Jenny%20Cleary%205.jpg","2019",0
"462","Dublin City Council",53.382938,-6.176205,"Jonathan Ferreira","Raheny Rocks","Raheny Road/Springdale Road, Raheny, Dublin 5.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jonathan-ferreira","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9aad203f37733fcc3e8efb_Raheny%20Rocks%20by%20Jonathan%20Ferreira%20(2).jpg","2020",0
"463","Dublin City Council",53.326164,-6.25573,"Shalom Chiaverini","Box Blues","Ranelagh Village, Dublin 6",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shalom-chiaverini-2","","2016",0
"464","Dublin City Council",53.324141,-6.252325,"Jennette Donnelley","Wild Irish Rose","Ranelagh Village, Dublin 6",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jennette-donnelley","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2d909ed2e067ead7b1066b_Wild%20Irish%20Rose%20by%20Jennette%20Donnelly%20(4).jpg","2015 - 2019",1
"465","Dublin City Council",53.325084,-6.254629,"Fink","Tis, Herself","Ranelagh Village, Dublin 6.",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/fink","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e27721e997b9623e0f93e62_Tis%20Herself%20by%20Fink%20%20(1).jpg","2015",0
"466","Dublin City Council",53.323457,-6.250112,"Francesca Paradiso","#Try","Ranelagh Village, Dublin 6.",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/francesca-paradiso","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e27729654876467d221ee46_%23Try%E2%80%99%20by%20Francesca%20Casale%20Paradiso%20(1).jpg","2015",0
"467","South Dublin County Council",53.298679,-6.284209,"Shauna Heron","Tea with Nanny","Rathfarnham Castle, Rathfarnham, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shauna-heron-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f970a2ad73b6d6a9513f2df_Tea%20with%20Nanny%20by%20Shauna%20Heron%20-%20SDCC%20-%202020%20(3).jpg","2020",0
"468","South Dublin County Council",53.304366,-6.2834,"Eilis O'Neill","Neighbourhood Watch","Rathfarnham Road/ Dodder Road, Rathfranham, Dublin",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/eilis-oneill","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e270b267082820d99b01531_Neighbourhood%20Watch%20by%20%C3%89ilis%20O_Neill%202.jpg","2018",0
"469","South Dublin County Council",53.300105,-6.283972,"Veronica Dooley","Oongah Keogh","Rathfarnham Village,",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/veronica-dooley","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616afbe6dcd432409fce9ae0_Oongah%20Keogh%20by%20Veronica%20Dooley%20(2).jpg","2021",0
"470","South Dublin County Council",53.300105,-6.283972,"Ed Gar","Fishing Season","Rathfarnham Village, Rathfarnham, Dublin.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ed-gar-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e24beb6992bfacd8f2ff4de_Fishing%20Season%20by%20Ed%20Gar%202.jpg","2018 - 2021",1
"471","Dublin City Council",53.32674,-6.264873,"Lily & Ronan Coyle","Streetris","Rathmines Road Lower, Dublin",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ronan-coyle-lily-coyle","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3088eb76828f2bf072c261_Streetis%20by%20Lily%20%26%20Ronan%20Coyle%202017%201.jpg","2017",0
"472","Dublin City Council",53.323917,-6.26549,"Fiona Tracey","Skeffy","Rathmines Road, Dublin 6",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/fiona-tracey","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e28a1e12ed18dc6c3ad4a8b_Francis%20Sheehy%20Skeffington%2C%20%E2%80%9CSkeffy%E2%80%9D%20by%20Fiona%20Tracey.jpg","2019",0
"473","Dublin City Council",53.326749,-6.26484,"Anna Doran","Hug Me Close","Rathmines Road, Dublin 6",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/anna-doran","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1c46f44b6c085976829fd4_Hold%20Me%20Close%20by%20Anna%20Doran%20-%202015%20%20SQ.jpg","2015 - 2017",1
"474","Dublin City Council",53.328007,-6.264624,"Harriet Sarah Jane Browne","Behind the Leaves","Rathmines Road, Dublin 6",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/harriet-sarah-jane-browne","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2db5d586f417cf1f231c8c_Behind%20the%20Leaves%20by%20Harriet%20Browne%20(2).jpg","2015 - 2017",1
"475","Dublin City Council",53.327742,-6.264621,"Jack Field","Philo","Rathmines Road, Dublin 6",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jack-field","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e340bf191dfef0dd87456e3_Philo%20by%20Jack%20Field%202017%204.jpg","2017 - 2020",1
"476","Dublin City Council",53.323917,-6.26549,"Katie Lyons","Muintir na Cathrach","Rathmines Road, Dublin 6",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/katie-lyons","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f19c8fab093b828c6ea3e_Muintir%20na%20Cathrach%20by%20Katie%20Lyons%202.jpg","2015 - 2019",1
"477","Dublin City Council",53.325975,-6.265031,"Pawel Jasinski","Dublin By Night","Rathmines Road, Rathmines, Dublin 6",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/pawel-jasinski","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2a1414ca7814f1ba29008f_Dublin%20by%20Night%20by%20Pawel%20Jasinskiart.jpg","2018",0
"478","Dublin City Council",53.327742,-6.264621,"Aisling Grainger","Psychedelic Efflorescence","Rathmines Road, Rathmines, Dublin 6",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aisling-grainger-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f98632a0404506c24ad657d_%E2%80%98Psychedelic%20Efflorescence%20by%20Aisling%20Grainger%20-%20DCC%20-%202020%20(4).jpg","2020",0
"479","Dublin City Council",53.361908,-6.286091,"Samuel Arnold","Dublin Lyric Lick","Imaal Road/Cabra Road, Cabra, Dublin 7",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/samuel-arnold-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e31acb1cf36f6c68a4ff40c_Dublin%20Lyric%20Lick%20by%20Samuel%20Arnold%20Keane.jpg","2018",0
"480","Dublin City Council",53.362811,-6.239863,"Ciara O'Neil","The Trinity Knot","Philipsburgh - Fairview Strand - Dublin 3",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ciara-oneil","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e24bcd92e290c530ad4a363_The%20Trinity%20Knot%20by%20Ciara%20O%E2%80%99Neill%203.jpg","2019",0
"481","Dublin City Council",53.33187,-6.264669,"Shalom Chiaverini","Musica on the Box","Richmond Street, Dublin 8",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shalom-chiaverini","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e277660e301212fd48be4b2_M%C3%BAsica%20on%20the%20Box%20by%20Shalom%20Costa%20%20(12).jpg","2015 - 2017",1
"482","Dublin City Council",53.330651,-6.264423,"Owen De Forge","Portobello Harbour","Richmond Street, Portobello, Dublin 8.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/owen-de-forge","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e303c795236886a58f1264d_Portobello%20Harbour%20by%20Owen%20de%20Forge%203.jpg","2019",0
"483","Dun Laoghaire Rathdown County Council",53.302231,-6.182125,"Hugh Madden","Dublin to Kingstown","Rock Road, Blackrock Park, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-11","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f92eb986c9a93315aa09fcf_%E2%80%98Hibernia%E2%80%99%20by%20Hugh%20Madden%20-%20DCC%20-%202020%20(14).jpg","2020",0
"484","Dun Laoghaire Rathdown County Council",53.302231,-6.182125,"Hugh Madden","Dublin to Kingstown","Rock Road, Blackrock Park, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-11","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f92eb986c9a93315aa09fcf_%E2%80%98Hibernia%E2%80%99%20by%20Hugh%20Madden%20-%20DCC%20-%202020%20(14).jpg","2020",0
"485","Dun Laoghaire Rathdown County Council",53.260852,-6.226539,"Martina Matejak","Lose yourself in nature","Rosemount School, Enniskerry Road, Newtownlittle, Dublin 18",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/martina-matejak-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61683cc939dd3572e8fbb0be_Lose%20yourself%20in%20nature%2C%20but%20don%E2%80%99t%20lose%20the%20nature%20by%20Martina%20Matejak%20%20(20).jpg","2021",0
"486","Dun Laoghaire Rathdown County Council",53.260852,-6.226539,"Martina Matejak","Lose yourself in nature","Rosemount School, Enniskerry Road, Newtownlittle, Dublin 18",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/martina-matejak-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61683cc939dd3572e8fbb0be_Lose%20yourself%20in%20nature%2C%20but%20don%E2%80%99t%20lose%20the%20nature%20by%20Martina%20Matejak%20%20(20).jpg","2021",0
"487","Dublin City Council",53.363309,-6.258082,"Steph Gallagher","Connections","Drumcondra Road Lower - Clonliffe Road, Dublin 9",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/steph-gallagher","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e303b1a9d703b0dfbc610ee_Connections%20by%20Steph%20Gallagher%203.jpg","2019",0
"488","Dublin City Council",53.388992,-6.298825,"Emmalene Blake","Christy","Saint Canice's Church, Finglas Village, Dublin 11",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/emmalene-blake-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f883fbfc2e88672c67bf9_Crazy%20World%20by%20Emma%20Blake%203.jpg","2018",0
"489","Dublin City Council",53.363789,-6.282544,"Mandy Leeson","James Joyce","Fassaugh Rd/Dowth Road, Cabra, Dublin 7",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/mandy-leeson","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2c8001b0943f569fbd7353_James%20Joyce%20by%20Mandy%20Leeson%202.jpg","2019",0
"490","Dublin City Council",53.34824,-6.301144,"Pamela Byrne","Fight or Flight","Saint James, Islandbridge, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/pamela-byrne","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ad27e4a70263139211f6b_Fight%20or%20Flight%20by%20Pamela%20Byrne%20-%20DCC%20-%202020%20(15).jpg","2020",0
"491","Dublin City Council",53.347596,-6.241081,"Cathal Craughwell","Beckett","Samuel Beckett Bridge, Dublin 1.",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/cathal-craughwell","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e501fde9c8b3c0dfd705f79_Beckett%20by%20Cathal%20Craughwell%202017%204.jpg","2017",0
"492","Dublin City Council",53.363943,-6.299014,"Rebecca Deegan","The Morigan","Ratoath Road/Cabra West, Dublin 7",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rebecca-deegan-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e540b55d9116b8911289604_The%20Morrigan%20by%20Rebecca%20Deegan.jpg","2018",0
"493","Dublin City Council",53.332722,-6.215944,"Liing Heaney","Dream Deeply","Sandymount Road, Dublin 4.",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/liing-heaney","","2015 - 2018",1
"494","Dublin City Council",53.32489,-6.20696,"Rebecca Deegan","Balloon 'neath the Moon","Sandymount Strand, Dublin 4",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rebecca-deegan","","2015 - 2017",1
"495","Dublin City Council",53.325026,-6.206999,"Joanne Harold","Jellyfish","Sandymount Strand, Sandymount, Dublin 4",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/joanne-harold-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e36f6f6121267c49cc1b0c5_Jellyfish%20by%20Joanne%20Harold%202017%204.jpg","2017 - 2021",1
"496","Dublin City Council",53.332641,-6.215759,"Zeljka Zupanic & Garreth Joyce","Zivjeli","Sandymount Village, Dublin 4",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/garreth-joyce-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3442ec99e6acae3052663b_Zivjeli%20by%20Zeljka%20Zupanic%20_%20Garreth%20Joyce.jpg","2018",0
"497","Dublin City Council",53.397283,-6.244929,"Aaron Delaney (AD Spray Paint Art)","Breaking Through","Santry Ave Swords Road",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aaron-delaney-ad-spray-paint-art-2","","2017",0
"498","Dublin City Council",53.397283,-6.244929,"Aaron Delaney (AD Spray Paint Art)","Breaking Through","Santry Ave Swords Road",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aaron-delaney-ad-spray-paint-art-2","","2017",0
"499","Dublin City Council",53.398358,-6.243903,"Esther Ni Dhonnacha","The Dark Wood","Santry Community Resource Centre - Swords Rd, Dublin 9",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/esther-n-dhonnacha-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e289f882ed18db613ad27e9_The%20Dark%20Wood%20by%20Esther%20N%C3%AD%20Dhonnacha.jpg","2019",0
"500","Dublin City Council",53.342091,-6.328215,"Collete Whyette","Howya","Sarsfield Road, Ballyfermot, Dublin 12",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/collete-whyette","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f04b65c50637a42f52a7c_Howya%20by%20Collete%20Whyette%20-%202017%20-%205.jpg","2017 - 2020",1
"501","South Dublin County Council",53.284762,-6.419117,"Eva Kelly","Back to Nature","Scoil Aoife, Citywest, Citywest, Dublin 24.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/eva-kelly-6","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f95e453efe78d320857d9b8_Back%20to%20Nature%20by%20Eva%20Kelly%20%E2%80%93%20SDCC%20-%202020%20(4).jpg","2020",0
"502","Dublin City Council",53.343875,-6.30828,"Mark Philips","Roam Free","SCR Kilmainham, Islandbridge, Dublin 8",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/mark-philips","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e28af425c23a8ad0fcf863f_Roam%20Free%20by%20Mark%20Philips%202.jpg","2019",0
"503","Dublin City Council",53.361336,-6.21464,"Aisling McGlacken Bryne","Dublin Submerged","Sea View Avenue, Clontarf Road, Dublin 3",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aisling-mcglacken-bryne","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/615ad6b4d7dad63004900005_Dublin%20Submerged%20by%20Aisling%20McGlacken%20Bryne%20(15).jpg","2021",0
"504","Dublin City Council",53.39008,-6.29814,"Nessa Finnegan","On the Other Hand","Seamus Ennis Rd/Jamestown Rd",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/nessa-finnegan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2b333c598c4773647dce62_On%20the%20Other%20Hand%20by%20Nessa%20Finnegan%20-%202015%20-%201.jpg","2015",0
"505","Dublin City Council",53.390044,-6.300351,"Andrew McCarthy","Seamus Ennis - A tribute","Seamus Ennis Road/Main Street, Finglas, Dublin 11",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/andrew-mccarthy-2021","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/60904ed7e8e6f50925a6b6e4_S%C3%A9amus%20Ennis%20-%20A%20tribute%20by%20Andrew%20McCarthy%20-%202021.jpg","2021",0
"506","Dublin City Council",53.36491,-6.308292,"Ruth Campo","Thank you All","Navan Road/Nephin Road, Dublin 7.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ruth-campo-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ed39aa964722c20fbe3eb_Thank%20you%20All%20by%20Ruth%20Campo%20-%20DCC%20%E2%80%93%202020%20(3).jpg","2020",0
"507","Dublin City Council",53.36491,-6.308292,"Maria Castillo","Deer Dance","Navan Road/Nephin Road, Dublin 7.",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/maria-castillo-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2daf442ca1f7817e103a62_Deer%20Dance%20by%20Maria%20Castillo%20Viveros%20(5).jpg","2016 - 2020",1
"508","Dublin City Council",53.365678,-6.28955,"Tom O'Brien","Local Heroes","Carnlough Road, Cabra, Dublin 7",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tom-cabra-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2c7d58b0943ffd56bd5e94_Local%20Heroes%20by%20Tom%20O%27Brien%203.jpg","2019",0
"509","Dublin City Council",53.367082,-6.172605,"Tracey Dalton","Due North / Due Sout","Seaview Ave North, Clontarf Road, Dublin 3",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tracey-dalton","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f2550fab093287dc76dbf_Due%20North%20%20Due%20South%20by%20Tracey%20Dalton%20-%202017%20-%206.jpg","2017 - 2020",1
"510","Dublin City Council",53.377636,-6.248125,"Paschal Nee","Honeybees on comb","Seven Oaks - Swords Road, Whitehall, Dublin 5",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/paschal-nee","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e29f89ca73540072c3a8670_Honeybees%20on%20Comb%20by%20Paschal%20Nee.jpg","2019",0
"511","Dublin City Council",53.365678,-6.28955,"Tom O'Brien","A Laochra Aitia","Fassaugh Recreation Centre, Fassaugh Avenue, Dublin",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tom-cabra","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2c7e80b0943f0951bd690e_Laochra%20aiti%C3%BAla%20by%20Tom%20O%E2%80%99Brien%203.jpg","2019",0
"512","Dublin City Council",53.366707,-6.292016,"Aaron Delaney (AD Spray Paint Art)","The Unknown Location","Fassaugh Ave/Carnlough Rd, Cabra, Dublin 5",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aaron-delaney-ad-spray-paint-art","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f57060626144e2351ecea_The%20Unknown%20Destintation%20by%20Aaron%20Delaney%20%20(13).jpg","2016",0
"513","South Dublin County Council",53.346312,-6.47369,"Leopoldo Ayala","Abstracturbanisml","Shackleton Drive, Tobermaclugg, Lucan, Dublin",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/leopoldo-ayala","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616973fceb55516190c616bc_Abstract%20Urbanism%20by%20Leopoldo%20Ayala%20(4).jpg","2021",0
"514","Dublin City Council",53.396694,-6.264031,"Robert Bowler","Setanta, The Hound of Cuchulainn","Shangan Road - Ballymun - Dublin 9.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/robert-bowler","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e29f96ce3e84984a179cdef_Setanta%2C%20The%20Hound%20of%20Cuchulainn%20by%20Robert%20Bowler%205.jpg","2019",0
"515","Dun Laoghaire Rathdown County Council",53.230696,-6.123965,"Saoirse Toni Schofield","A Pop of Pansies","Shankill Village, Shankill, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/saoirse-toni-schofield","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f931d9a96cb6fc67a5ba4ad_A%20Pop%20of%20Pansies%20by%20Saoirse%20Toni%20Schofield%20%E2%80%93%20DLR%20-%202020%20(1).jpg","2020",0
"516","Fingal County Council",53.387019,-6.409936,"Sinead O'Connor","Night Sky","Shelerin Road/ Clonsilla, Dublin 15",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sinead-oconnor-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f95d67b130b6005fa85fa14_Night%20Sky%20by%20Sinead%20O%E2%80%99Conner%20%E2%80%93%20Fingal%20-%202020%202.jpg","2020",0
"517","Dublin City Council",53.366758,-6.31368,"Rosin Power","Liffey Swim","Navan Road, Ashtown, Dublin 15.",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rosin-power","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e30516f0252729d7c5f577a_The%20Liffey%20Course%20by%20Roisin%20Power%202017%201.jpg","2017",0
"518","Dublin City Council",53.332286,-6.271685,"Alison Watson","Keep it Local","South Circular Road - Bloomfield Avenue, Portobello, Dublin 8.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alison-watson-2","","2019",0
"519","Dublin City Council",53.331195,-6.281473,"Aprar Elawad","Geometrical Calligraphy","South Circular Road - Mosque - Dublin 8",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aprar-elawad","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e23493f0125d46497c635ae_Geometrical%20Calligraphy%20by%20Aprar%20Elawad%20-%202018%20-%201.jpg","2018",0
"520","Dublin City Council",53.33859,-6.299602,"Shauna Heron","Victory is Coming","South Circular Road, Brookefield Road, Dublin 8",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shauna-heron-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616d77553b1377253f781146_Victory%20is%20Coming%20by%20Shauna%20Heron%20(4).jpg","2021",0
"521","Dublin City Council",53.33156,-6.278821,"Ciana Spelman","Hamsas in Heaven","South Circular Road, Griffith Road, Dublin 8",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ciana-spelman","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e289b01a3c9cb26812b1485_Hamsas%20In%20Heaven%20by%20Ciana%20Spelman.jpg","2019",0
"522","Dublin City Council",53.332481,-6.268526,"Nathan O'Gara","Together","South Circular Road/Heytesbury Street, Portobello, Dublin 8",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/nathan-ogara","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e29f6571028a3179b3a58d7_Embrace%20by%20Nathan%20O%20Gara%202.jpg","2019",0
"523","Dublin City Council",53.332505,-6.26835,"Francesca Saunders","Subaqueous Suburbia","South Circular Road/Heytesbury Street, Portobello, Dublin 8",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/francesca-saunders","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2d9dce2ca1f7c8dc0f85ca_Subaqueous%20Suburbia%20by%20Francesca%20Saunders%20(10)%20-%20DC.jpg","2016 - 2019",1
"524","Dublin City Council",53.342086,-6.307855,"Andrew McCarthy","Let This Moment Linger","South Circular Road/Old Kilmainham Road, Kilmainham, Dublin 8.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/andrew-mccarthy-2020","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f986693289006d2143c6380_Let%20This%20moment%20Linger%20by%20Andrew%20McCarthy%20%E2%80%93%20DCC%20-%202020%20(2).jpg","2020",0
"525","Dublin City Council",53.390145,-6.191465,"Anastasia Azareva","Mirror Mirror","Springdale Road - Tonlegee Road - Dublin 5",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/anastasia-azareva","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e21ae72ae731cb3d6d4fda8_Mirror%2C%20mirror%20on%20the%20wall%20who%E2%80%99s%20the%20Deerest%20of%20them%20all%E2%80%99%20by%20Anastasia%20Azareva.jpg","2019",0
"526","Dublin City Council",53.324141,-6.252325,"Niamh Murray","Spread Joy","Sraid Charlemont, Saint Kevin's, Dublin 2",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/niamh-murray","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2c808a8c2b1725f9bb0287_Spread%20Joy%20by%20Niamh%20Murray%203.jpg","2019",0
"527","Dublin City Council",53.316252,-6.316962,"Rebecca Deegan","Brighede & The Caileach","St Agnes Church, Crumlin, Dublin 12.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rebecca-deegan-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e540aa57f492ca571f38b31_Br%C3%ACghde%20%26%20The%20Cailleach%20by%20Rebecca%20Deegan%202.jpg","2019",0
"528","Dun Laoghaire Rathdown County Council",53.233895,-6.124476,"Fintan O'Bryne","Lil Crusade","St Annes Church, Shanganagh Road, Shankill, County Dublin",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/fintan-obryne","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2db43d5b8bedc98eb1f724_Lil%20Crusader%20by%20Fintan%20O%20Bryne%203.jpg","2018",0
